contest_name,contest_type,level,difficulty,problem_name,problem_type,problem_url,pdf_url,ggdrive_url
TST Training 2021 - 6,Other,Quốc gia,Unknown,JOI Spring Camp 2013 Day 1 - Bustour,Other,https://oj.vnoi.info/problem/joisc13_bustour,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
TST Training 2021 - 6,Other,Quốc gia,Unknown,JOI Spring Camp 2013 Day 1 - Collecting,Other,https://oj.vnoi.info/problem/joisc13_collecting,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
TST Training 2021 - 6,Other,Quốc gia,Unknown,JOI Spring Camp 2013 Day 2 - Construction,String/Text,https://oj.vnoi.info/problem/joisc13_construction,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
TST Training 2021 - 6,Other,Quốc gia,Unknown,JOI Spring Camp 2013 Day 1 - Communications,Other,https://oj.vnoi.info/problem/joisc13_communication,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
TST Training 2021 - 6,Other,Quốc gia,Unknown,Phủ đỉnh,Other,https://oj.vnoi.info/problem/cover,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 123,Training,Unknown,Medium,Free Contest 123 - BALLS,Other,https://oj.vnoi.info/problem/fc123_balls,https://vnoi-admin.github.io/statements/FC/FC123/balls.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 123,Training,Unknown,Medium,Free Contest 123 - ZSHAPE,Other,https://oj.vnoi.info/problem/fc123_zshape,https://vnoi-admin.github.io/statements/FC/FC123/zshape.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 123,Training,Unknown,Medium,Free Contest 123 - JUMP,Other,https://oj.vnoi.info/problem/fc123_jump,https://vnoi-admin.github.io/statements/FC/FC123/jump.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 123,Training,Unknown,Medium,Free Contest 123 - BEASUBARR,Other,https://oj.vnoi.info/problem/fc123_beasubarr,https://vnoi-admin.github.io/statements/FC/FC123/beasubarr.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 123,Training,Unknown,Medium,Free Contest 123 - GROUP,Other,https://oj.vnoi.info/problem/fc123_group,https://vnoi-admin.github.io/statements/FC/FC123/group.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
TST Training 2021 - 5,Other,Quốc gia,Unknown,JOI Spring Camp 2013 Day 4 - Presents,Other,https://oj.vnoi.info/problem/joisc13_presents,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
TST Training 2021 - 5,Other,Quốc gia,Unknown,Thế chăn bò,Other,https://oj.vnoi.info/problem/cowsheds,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
TST Training 2021 - 5,Other,Quốc gia,Unknown,JOI Spring Camp 2013 Day 2 - Mascots,Other,https://oj.vnoi.info/problem/joisc13_mascots,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
TST Training 2021 - 5,Other,Quốc gia,Unknown,Thử nghiệm bom,Other,https://oj.vnoi.info/problem/bombs,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
TST Training 2021 - 5,Other,Quốc gia,Unknown,JOI Spring Camp 2013 Day 2 - Spy,Other,https://oj.vnoi.info/problem/joisc13_spy,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
TST Training 2021 - 4,Other,Quốc gia,Unknown,Khủng bố,Other,https://oj.vnoi.info/problem/housebreak,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
TST Training 2021 - 4,Other,Quốc gia,Unknown,Số đẹp,Math/Number Theory,https://oj.vnoi.info/problem/beautynumbers,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
TST Training 2021 - 4,Other,Quốc gia,Unknown,Số tự do,Math/Number Theory,https://oj.vnoi.info/problem/freenumbers,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
TST Training 2021 - 4,Other,Quốc gia,Unknown,Ninja,Other,https://oj.vnoi.info/problem/ninjaioi,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
TST Training 2021 - 4,Other,Quốc gia,Unknown,RR và domino,Array/Sorting,https://oj.vnoi.info/problem/rrdomino,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
TST Training 2021 - 3,Other,Quốc gia,Unknown,Mật khẩu an toàn,Other,https://oj.vnoi.info/problem/pvhpassword,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
TST Training 2021 - 3,Other,Quốc gia,Unknown,Dãy con tăng dài nhất,Other,https://oj.vnoi.info/problem/pvhlis,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
TST Training 2021 - 3,Other,Quốc gia,Unknown,Sân vận động,Other,https://oj.vnoi.info/problem/pvhstadium,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
TST Training 2021 - 3,Other,Quốc gia,Unknown,Xâu con liên tiếp,String/Text,https://oj.vnoi.info/problem/pvhconststr,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
TST Training 2021 - 2,Other,Quốc gia,Unknown,Giá trị lớn nhất,Other,https://oj.vnoi.info/problem/maxval,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
TST Training 2021 - 2,Other,Quốc gia,Unknown,Hoán vị đẹp,Other,https://oj.vnoi.info/problem/permsort,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
TST Training 2021 - 2,Other,Quốc gia,Unknown,Bàn cờ trắng đen,Other,https://oj.vnoi.info/problem/bwchess,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 14,Training,Unknown,Medium,Free Contest Testing Round 14 - MINRECT,Array/Sorting,https://oj.vnoi.info/problem/fct014_minrect,https://vnoi-admin.github.io/statements/FC/FCT014/minrect.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 14,Training,Unknown,Medium,Free Contest Testing Round 14 - RIBGAME,Game Theory,https://oj.vnoi.info/problem/fct014_ribgame,https://vnoi-admin.github.io/statements/FC/FCT014/ribgame.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 14,Training,Unknown,Medium,Free Contest Testing Round 14 - BEAUTARR,Other,https://oj.vnoi.info/problem/fct014_beautarr,https://vnoi-admin.github.io/statements/FC/FCT014/beautarr.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 14,Training,Unknown,Medium,Free Contest Testing Round 14 - SPACETRAVEL,Graph/Tree,https://oj.vnoi.info/problem/fct014_spacetravel,https://vnoi-admin.github.io/statements/FC/FCT014/spacetravel.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 14,Training,Unknown,Medium,Free Contest Testing Round 14 - ORANDARRAY,Array/Sorting,https://oj.vnoi.info/problem/fct014_orandarray,https://vnoi-admin.github.io/statements/FC/FCT014/orandarray.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
TST Training 2021 - 1,Other,Quốc gia,Unknown,Kiên và đồ thị,Graph/Tree,https://oj.vnoi.info/problem/kiengraph,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
TST Training 2021 - 1,Other,Quốc gia,Unknown,Kiên và trò chơi trên đồ thị,Graph/Tree,https://oj.vnoi.info/problem/kiengraphgame,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
TST Training 2021 - 1,Other,Quốc gia,Unknown,Kiên và xâu,String/Text,https://oj.vnoi.info/problem/kienstring,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
TST Training 2021 - 1,Other,Quốc gia,Unknown,Kiên và trò chơi trên đồ thị,Graph/Tree,https://oj.vnoi.info/problem/kiengraphgame,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
TST Training 2021 - 1,Other,Quốc gia,Unknown,Kiên và đồ thị,Graph/Tree,https://oj.vnoi.info/problem/kiengraph,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 13,Training,Unknown,Medium,Free Contest Testing Round 13 - ROBOT,Simulation/Implementation,https://oj.vnoi.info/problem/fct013_robot,https://vnoi-admin.github.io/statements/FC/FCT013/robot.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 13,Training,Unknown,Medium,Free Contest Testing Round 13 - FUNCTION,Other,https://oj.vnoi.info/problem/fct013_function,https://vnoi-admin.github.io/statements/FC/FCT013/function.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 13,Training,Unknown,Medium,Free Contest Testing Round 13 - AREASUM,Math/Number Theory,https://oj.vnoi.info/problem/fct013_areasum,https://vnoi-admin.github.io/statements/FC/FCT013/areasum.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 13,Training,Unknown,Medium,Free Contest Testing Round 13 - ROADRAIL2,Other,https://oj.vnoi.info/problem/fct013_roadrail2,https://vnoi-admin.github.io/statements/FC/FCT013/roadrail2.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 13,Training,Unknown,Medium,Free Contest Testing Round 13 - AQUERY,Other,https://oj.vnoi.info/problem/fct013_aquery,https://vnoi-admin.github.io/statements/FC/FCT013/aquery.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 12,Training,Unknown,Medium,Free Contest Testing Round 12 - MOVE,Game Theory,https://oj.vnoi.info/problem/fct012_move,https://vnoi-admin.github.io/statements/FC/FCT012/move.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 12,Training,Unknown,Medium,Free Contest Testing Round 12 - DISTSUM,Math/Number Theory,https://oj.vnoi.info/problem/fct012_distsum,https://vnoi-admin.github.io/statements/FC/FCT012/distsum.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 12,Training,Unknown,Medium,Free Contest Testing Round 12 - XOR2SEQ,Other,https://oj.vnoi.info/problem/fct012_xor2seq,https://vnoi-admin.github.io/statements/FC/FCT012/xor2seq.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 12,Training,Unknown,Medium,Free Contest Testing Round 12 - DOLLBOX,Other,https://oj.vnoi.info/problem/fct012_dollbox,https://vnoi-admin.github.io/statements/FC/FCT012/dollbox.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 12,Training,Unknown,Medium,Free Contest Testing Round 12 - ROADRAIL,Other,https://oj.vnoi.info/problem/fct012_roadrail,https://vnoi-admin.github.io/statements/FC/FCT012/roadrail.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Beginner Free Contest 27,Training,Unknown,Easy,Beginner Free Contest 27 - CHIAKEO,Other,https://oj.vnoi.info/problem/fcb027_chiakeo,https://vnoi-admin.github.io/statements/FC/FCB027/chiakeo.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Beginner Free Contest 27,Training,Unknown,Easy,Beginner Free Contest 27 - DIVCANDY,Other,https://oj.vnoi.info/problem/fcb027_divcandy,https://vnoi-admin.github.io/statements/FC/FCB027/divcandy.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Beginner Free Contest 27,Training,Unknown,Easy,Beginner Free Contest 27 - CHESS,Other,https://oj.vnoi.info/problem/fcb027_chess,https://vnoi-admin.github.io/statements/FC/FCB027/chess.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Beginner Free Contest 27,Training,Unknown,Easy,Beginner Free Contest 27 - DGAME,Game Theory,https://oj.vnoi.info/problem/fcb027_dgame,https://vnoi-admin.github.io/statements/FC/FCB027/dgame.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Beginner Free Contest 27,Training,Unknown,Easy,Beginner Free Contest 27 - TOWER,Other,https://oj.vnoi.info/problem/fcb027_tower,https://vnoi-admin.github.io/statements/FC/FCB027/tower.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 11,Training,Unknown,Medium,Free Contest Testing Round 11 - HOP,Other,https://oj.vnoi.info/problem/fct011_hop,https://vnoi-admin.github.io/statements/FC/FCT011/hop.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 11,Training,Unknown,Medium,Free Contest Testing Round 11 - ABSMIN,Array/Sorting,https://oj.vnoi.info/problem/fct011_absmin,https://vnoi-admin.github.io/statements/FC/FCT011/absmin.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 11,Training,Unknown,Medium,Free Contest Testing Round 11 - GARDEN,Other,https://oj.vnoi.info/problem/fct011_garden,https://vnoi-admin.github.io/statements/FC/FCT011/garden.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 11,Training,Unknown,Medium,Free Contest Testing Round 11 - CONNECT,Graph/Tree,https://oj.vnoi.info/problem/fct011_connect,https://vnoi-admin.github.io/statements/FC/FCT011/connect.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 11,Training,Unknown,Medium,Free Contest Testing Round 11 - BQUERY2,Other,https://oj.vnoi.info/problem/fct011_bquery2,https://vnoi-admin.github.io/statements/FC/FCT011/bquery2.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 122,Training,Unknown,Medium,Free Contest 122 - LABELS,Other,https://oj.vnoi.info/problem/fc122_labels,https://vnoi-admin.github.io/statements/FC/FC122/labels.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 122,Training,Unknown,Medium,Free Contest 122 - SPECPAIR,Other,https://oj.vnoi.info/problem/fc122_specpair,https://vnoi-admin.github.io/statements/FC/FC122/specpair.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 122,Training,Unknown,Medium,Free Contest 122 - KINGDOM,Other,https://oj.vnoi.info/problem/fc122_kingdom,https://vnoi-admin.github.io/statements/FC/FC122/kingdom.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 122,Training,Unknown,Medium,Free Contest 122 - SCOUNT,Math/Number Theory,https://oj.vnoi.info/problem/fc122_scount,https://vnoi-admin.github.io/statements/FC/FC122/scount.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 122,Training,Unknown,Medium,Free Contest 122 - ENGLISH,Dynamic Programming,https://oj.vnoi.info/problem/fc122_english,https://vnoi-admin.github.io/statements/FC/FC122/english.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 10,Training,Unknown,Medium,Free Contest Testing Round 10 - BUILD,Other,https://oj.vnoi.info/problem/fct010_build,https://vnoi-admin.github.io/statements/FC/FCT010/build.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 10,Training,Unknown,Medium,Free Contest Testing Round 10 - EVENPAL,Other,https://oj.vnoi.info/problem/fct010_evenpal,https://vnoi-admin.github.io/statements/FC/FCT010/evenpal.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 10,Training,Unknown,Medium,Free Contest Testing Round 10 - PRODUCT,Math/Number Theory,https://oj.vnoi.info/problem/fct010_product,https://vnoi-admin.github.io/statements/FC/FCT010/product.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 10,Training,Unknown,Medium,Free Contest Testing Round 10 - FISH,Other,https://oj.vnoi.info/problem/fct010_fish,https://vnoi-admin.github.io/statements/FC/FCT010/fish.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 10,Training,Unknown,Medium,Free Contest Testing Round 10 - FILEDEL,Other,https://oj.vnoi.info/problem/fct010_filedel,https://vnoi-admin.github.io/statements/FC/FCT010/filedel.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 8,Training,Unknown,Medium,Free Contest Testing Round 8 - XORMATRIX,Other,https://oj.vnoi.info/problem/fct008_xormatrix,https://vnoi-admin.github.io/statements/FC/FCT008/xormatrix.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 8,Training,Unknown,Medium,Free Contest Testing Round 8 - LIS,Dynamic Programming,https://oj.vnoi.info/problem/fct008_lis,https://vnoi-admin.github.io/statements/FC/FCT008/lis.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 8,Training,Unknown,Medium,Free Contest Testing Round 8 - LINECITY,Geometry,https://oj.vnoi.info/problem/fct008_linecity,https://vnoi-admin.github.io/statements/FC/FCT008/linecity.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 8,Training,Unknown,Medium,Free Contest Testing Round 8 - ELECTRIC,Other,https://oj.vnoi.info/problem/fct008_electric,https://vnoi-admin.github.io/statements/FC/FCT008/electric.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 8,Training,Unknown,Medium,Free Contest Testing Round 8 - AVG3NUM,Other,https://oj.vnoi.info/problem/fct008_avg3num,https://vnoi-admin.github.io/statements/FC/FCT008/avg3num.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Beginner Free Contest 26,Training,Unknown,Easy,Beginner Free Contest 26 - SUMXOR,Math/Number Theory,https://oj.vnoi.info/problem/fcb026_sumxor,https://vnoi-admin.github.io/statements/FC/FCB026/sumxor.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Beginner Free Contest 26,Training,Unknown,Easy,Beginner Free Contest 26 - CHOOSE,Other,https://oj.vnoi.info/problem/fcb026_choose,https://vnoi-admin.github.io/statements/FC/FCB026/choose.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Beginner Free Contest 26,Training,Unknown,Easy,Beginner Free Contest 26 - LIGHTING,Other,https://oj.vnoi.info/problem/fcb026_lighting,https://vnoi-admin.github.io/statements/FC/FCB026/lighting.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Beginner Free Contest 26,Training,Unknown,Easy,Beginner Free Contest 26 - MULTAB,Other,https://oj.vnoi.info/problem/fcb026_multab,https://vnoi-admin.github.io/statements/FC/FCB026/multab.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Beginner Free Contest 26,Training,Unknown,Easy,Beginner Free Contest 26 - KMULMAT,Other,https://oj.vnoi.info/problem/fcb026_kmulmat,https://vnoi-admin.github.io/statements/FC/FCB026/kmulmat.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 7,Training,Unknown,Medium,Free Contest Testing Round 7 - LCMLIMIT,Math/Number Theory,https://oj.vnoi.info/problem/fct007_lcmlimit,https://vnoi-admin.github.io/statements/FC/FCT007/lcmlimit.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 7,Training,Unknown,Medium,Free Contest Testing Round 7 - BUYING,Other,https://oj.vnoi.info/problem/fct007_buying,https://vnoi-admin.github.io/statements/FC/FCT007/buying.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 7,Training,Unknown,Medium,Free Contest Testing Round 7 - LINESHOP,Geometry,https://oj.vnoi.info/problem/fct007_lineshop,https://vnoi-admin.github.io/statements/FC/FCT007/lineshop.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 7,Training,Unknown,Medium,Free Contest Testing Round 7 - SEQOP,Other,https://oj.vnoi.info/problem/fct007_seqop,https://vnoi-admin.github.io/statements/FC/FCT007/seqop.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 7,Training,Unknown,Medium,Free Contest Testing Round 7 - RBPOINTS,Geometry,https://oj.vnoi.info/problem/fct007_rbpoints,https://vnoi-admin.github.io/statements/FC/FCT007/rbpoints.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 121,Training,Unknown,Medium,Free Contest 121 - FISH,Other,https://oj.vnoi.info/problem/fc121_fish,https://vnoi-admin.github.io/statements/FC/FC121/fish.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 121,Training,Unknown,Medium,Free Contest 121 - DIV11,Other,https://oj.vnoi.info/problem/fc121_div11,https://vnoi-admin.github.io/statements/FC/FC121/div11.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 121,Training,Unknown,Medium,Free Contest 121 - RESTORING,Other,https://oj.vnoi.info/problem/fc121_restoring,https://vnoi-admin.github.io/statements/FC/FC121/restoring.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 121,Training,Unknown,Medium,Free Contest 121 - DEFENSE,Other,https://oj.vnoi.info/problem/fc121_defense,https://vnoi-admin.github.io/statements/FC/FC121/defense.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 121,Training,Unknown,Medium,Free Contest 121 - EXPRESSION,Other,https://oj.vnoi.info/problem/fc121_expression,https://vnoi-admin.github.io/statements/FC/FC121/expression.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Beginner Free Contest 25,Training,Unknown,Easy,Beginner Free Contest 25 - SHOOTING,Other,https://oj.vnoi.info/problem/fcb025_shooting,https://vnoi-admin.github.io/statements/FC/FCB025/shooting.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Beginner Free Contest 25,Training,Unknown,Easy,Beginner Free Contest 25 - GFRIEND,Other,https://oj.vnoi.info/problem/fcb025_gfriend,https://vnoi-admin.github.io/statements/FC/FCB025/gfriend.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Beginner Free Contest 25,Training,Unknown,Easy,Beginner Free Contest 25 - KODDFLO,Other,https://oj.vnoi.info/problem/fcb025_koddflo,https://vnoi-admin.github.io/statements/FC/FCB025/koddflo.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Beginner Free Contest 25,Training,Unknown,Easy,Beginner Free Contest 25 - SPOT,Other,https://oj.vnoi.info/problem/fcb025_spot,https://vnoi-admin.github.io/statements/FC/FCB025/spot.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Beginner Free Contest 25,Training,Unknown,Easy,Beginner Free Contest 25 - SUMODD,Math/Number Theory,https://oj.vnoi.info/problem/fcb025_sumodd,https://vnoi-admin.github.io/statements/FC/FCB025/sumodd.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Beginner Free Contest 24,Training,Unknown,Easy,Beginner Free Contest 24 - SWESHR,Other,https://oj.vnoi.info/problem/fcb024_sweshr,https://vnoi-admin.github.io/statements/FC/FCB024/sweshr.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Beginner Free Contest 24,Training,Unknown,Easy,Beginner Free Contest 24 - BLACKJACK,Other,https://oj.vnoi.info/problem/fcb024_blackjack,https://vnoi-admin.github.io/statements/FC/FCB024/blackjack.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Beginner Free Contest 24,Training,Unknown,Easy,Beginner Free Contest 24 - GIFT,Other,https://oj.vnoi.info/problem/fcb024_gift,https://vnoi-admin.github.io/statements/FC/FCB024/gift.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Beginner Free Contest 24,Training,Unknown,Easy,Beginner Free Contest 24 - STREAK,String/Text,https://oj.vnoi.info/problem/fcb024_streak,https://vnoi-admin.github.io/statements/FC/FCB024/streak.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Beginner Free Contest 24,Training,Unknown,Easy,Beginner Free Contest 24 - MAZE,Graph/Tree,https://oj.vnoi.info/problem/fcb024_maze,https://vnoi-admin.github.io/statements/FC/FCB024/maze.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest FYT Code Cup - Ngày 2,Training,Unknown,Medium,Free Contest FYT Code Cup - Ngày 2 - KMEMBER,Other,https://oj.vnoi.info/problem/fc_fyt_day2_kmember,https://vnoi-admin.github.io/statements/FC/FC_FYT_DAY2/kmember.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest FYT Code Cup - Ngày 2,Training,Unknown,Medium,Free Contest FYT Code Cup - Ngày 2 - DICE,Other,https://oj.vnoi.info/problem/fc_fyt_day2_dice,https://vnoi-admin.github.io/statements/FC/FC_FYT_DAY2/dice.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
