contest_name,contest_type,level,difficulty,problem_name,problem_type,problem_url,pdf_url,ggdrive_url
ICPC 2025 vòng Quốc Gia,ICPC,Quốc gia,Very Hard,Adherence to the Oath,Other,https://oj.vnoi.info/problem/icpc25_national_a,https://vnoi-admin.github.io/statements/icpc/2025/national/a.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2025 vòng Quốc Gia,ICPC,Quốc gia,Very Hard,Blowing Balloons,Game Theory,https://oj.vnoi.info/problem/icpc25_national_b,https://vnoi-admin.github.io/statements/icpc/2025/national/b.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2025 vòng Quốc Gia,ICPC,Quốc gia,Very Hard,Counting Contours,Math/Number Theory,https://oj.vnoi.info/problem/icpc25_national_c,https://vnoi-admin.github.io/statements/icpc/2025/national/c.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2025 vòng Quốc Gia,ICPC,Quốc gia,Very Hard,Difficulty Distance,Graph/Tree,https://oj.vnoi.info/problem/icpc25_national_d,https://vnoi-admin.github.io/statements/icpc/2025/national/d.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2025 vòng Quốc Gia,ICPC,Quốc gia,Very Hard,Extended Fermat Theorem,Other,https://oj.vnoi.info/problem/icpc25_national_e,https://vnoi-admin.github.io/statements/icpc/2025/national/e.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2025 vòng Quốc Gia,ICPC,Quốc gia,Very Hard,Feast of Delicacy,Other,https://oj.vnoi.info/problem/icpc25_national_f,https://vnoi-admin.github.io/statements/icpc/2025/national/f.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2025 vòng Quốc Gia,ICPC,Quốc gia,Very Hard,Goodifying Strings,String/Text,https://oj.vnoi.info/problem/icpc25_national_g,https://vnoi-admin.github.io/statements/icpc/2025/national/g.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2025 vòng Quốc Gia,ICPC,Quốc gia,Very Hard,Harmonic Strings,String/Text,https://oj.vnoi.info/problem/icpc25_national_h,https://vnoi-admin.github.io/statements/icpc/2025/national/h.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2025 vòng Quốc Gia,ICPC,Quốc gia,Very Hard,Impulsive Particle Experiment,Other,https://oj.vnoi.info/problem/icpc25_national_i,https://vnoi-admin.github.io/statements/icpc/2025/national/i.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2025 vòng Quốc Gia,ICPC,Quốc gia,Very Hard,Jeopardizing Justice,Other,https://oj.vnoi.info/problem/icpc25_national_j,https://vnoi-admin.github.io/statements/icpc/2025/national/j.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2025 vòng Quốc Gia,ICPC,Quốc gia,Very Hard,Kilo Kilter Kerfuffle,Other,https://oj.vnoi.info/problem/icpc25_national_k,https://vnoi-admin.github.io/statements/icpc/2025/national/k.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2025 vòng Quốc Gia,ICPC,Quốc gia,Very Hard,Laning Phase,Other,https://oj.vnoi.info/problem/icpc25_national_l,https://vnoi-admin.github.io/statements/icpc/2025/national/l.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2025 miền Bắc,ICPC,Miền Bắc,Medium,GIFTGIFT,Other,https://oj.vnoi.info/problem/icpc25_mb_a,https://oj.vnoi.info/pdf/3a4e690e-061d-4809-b746-4a0e23a8a8d2.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2025 miền Bắc,ICPC,Miền Bắc,Medium,MOVIEMOVIE,Other,https://oj.vnoi.info/problem/icpc25_mb_b,https://oj.vnoi.info/pdf/40d87ec3-ebc2-4f5b-b3a8-b28bcda5b9e8.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2025 miền Bắc,ICPC,Miền Bắc,Medium,EXPERIENCEEXPERIENCE,Other,https://oj.vnoi.info/problem/icpc25_mb_c,https://oj.vnoi.info/pdf/0f00bc28-bb2b-474a-ad1c-9d68dc2e5047.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2025 miền Bắc,ICPC,Miền Bắc,Medium,STOCKSTOCK,Other,https://oj.vnoi.info/problem/icpc25_mb_d,https://oj.vnoi.info/pdf/7a36a996-ef1b-47bd-9d3a-0bb462649dc5.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2025 miền Bắc,ICPC,Miền Bắc,Medium,GRAPHGRAPH,Graph/Tree,https://oj.vnoi.info/problem/icpc25_mb_e,https://oj.vnoi.info/pdf/e66550eb-c5c6-4ff2-b1c9-e879160d9f5e.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2025 miền Bắc,ICPC,Miền Bắc,Medium,GATOGATO,Other,https://oj.vnoi.info/problem/icpc25_mb_f,https://oj.vnoi.info/pdf/41853dd4-4e3a-4d81-98e9-e1d9dcbf429c.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2025 miền Bắc,ICPC,Miền Bắc,Medium,LINESLINES,Geometry,https://oj.vnoi.info/problem/icpc25_mb_g,https://oj.vnoi.info/pdf/c5e3d970-04cf-4717-91a5-63cbc76e1fdd.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2025 miền Bắc,ICPC,Miền Bắc,Medium,EXPRESSIONSEXPRESSIONS,Other,https://oj.vnoi.info/problem/icpc25_mb_h,https://oj.vnoi.info/pdf/22e5937f-c1fd-4d63-872e-66a55c9b150d.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2025 miền Bắc,ICPC,Miền Bắc,Medium,CyberFFTCyberFFT,Other,https://oj.vnoi.info/problem/icpc25_mb_i,https://oj.vnoi.info/pdf/dfe5702a-4e17-4dd8-8e6e-1805420683b4.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2025 miền Bắc,ICPC,Miền Bắc,Medium,WALTZWALTZ,Other,https://oj.vnoi.info/problem/icpc25_mb_j,https://oj.vnoi.info/pdf/3bb101f3-3f42-47cf-9053-140af6840f22.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2025 miền Bắc,ICPC,Miền Bắc,Medium,TRAVELTRAVEL,Graph/Tree,https://oj.vnoi.info/problem/icpc25_mb_k,https://oj.vnoi.info/pdf/8532fda0-d94b-4fdb-b0e7-26a3db6ccd5c.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2025 miền Trung,ICPC,Miền Trung,Medium,The Ascending Garden,Other,https://oj.vnoi.info/problem/icpc25_mt_a,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2025 miền Trung,ICPC,Miền Trung,Medium,The Silk XOR Road,Other,https://oj.vnoi.info/problem/icpc25_mt_b,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2025 miền Trung,ICPC,Miền Trung,Medium,Cursor in VS Code,Other,https://oj.vnoi.info/problem/icpc25_mt_c,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2025 miền Trung,ICPC,Miền Trung,Medium,AI Convert Machine,Simulation/Implementation,https://oj.vnoi.info/problem/icpc25_mt_d,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2025 miền Trung,ICPC,Miền Trung,Medium,Graph Split,Graph/Tree,https://oj.vnoi.info/problem/icpc25_mt_e,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2025 miền Trung,ICPC,Miền Trung,Medium,Chain of Rain,Other,https://oj.vnoi.info/problem/icpc25_mt_f,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2025 miền Trung,ICPC,Miền Trung,Medium,Garden of Stone,Other,https://oj.vnoi.info/problem/icpc25_mt_g,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2025 miền Trung,ICPC,Miền Trung,Medium,Triangular Magic Square,Geometry,https://oj.vnoi.info/problem/icpc25_mt_h,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2025 miền Trung,ICPC,Miền Trung,Medium,Around the Milk Box,Other,https://oj.vnoi.info/problem/icpc25_mt_i,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2025 miền Trung,ICPC,Miền Trung,Medium,The Maze of Survival,Graph/Tree,https://oj.vnoi.info/problem/icpc25_mt_j,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2025 miền Trung,ICPC,Miền Trung,Medium,Coloured Candies,Other,https://oj.vnoi.info/problem/icpc25_mt_k,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2025 miền Trung,ICPC,Miền Trung,Medium,Red-light district,String/Text,https://oj.vnoi.info/problem/icpc25_mt_l,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2025 miền Trung,ICPC,Miền Trung,Medium,Two Ships,Other,https://oj.vnoi.info/problem/icpc25_mt_m,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Kỳ thi chọn Đội tuyển HSGQG Quảng Trị năm 2024-2025,Olympic/HSG,Tỉnh/TP (Quảng Trị),Medium,Chọn Đội tuyển HSGQG Quảng Trị 2024 - PADBLE,Other,https://oj.vnoi.info/problem/hsg_qt_v2_2425_padble,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Kỳ thi chọn Đội tuyển HSGQG Quảng Trị năm 2024-2025,Olympic/HSG,Tỉnh/TP (Quảng Trị),Medium,Chọn Đội tuyển HSGQG Quảng Trị 2024 - GCDS,Math/Number Theory,https://oj.vnoi.info/problem/hsg_qt_v2_2425_gcds,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Kỳ thi chọn Đội tuyển HSGQG Quảng Trị năm 2024-2025,Olympic/HSG,Tỉnh/TP (Quảng Trị),Medium,Chọn Đội tuyển HSGQG Quảng Trị 2024 - SCORES,Other,https://oj.vnoi.info/problem/hsg_qt_v2_2425_scores,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Kỳ thi chọn Đội tuyển HSGQG Quảng Trị năm 2024-2025,Olympic/HSG,Tỉnh/TP (Quảng Trị),Medium,Lời giải,Other,https://oj.vnoi.info/problem/editorial,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Kỳ thi chọn Đội tuyển HSGQG Quảng Trị năm 2024-2025,Olympic/HSG,Tỉnh/TP (Quảng Trị),Medium,Chọn Đội tuyển HSGQG Quảng Trị 2024 - EXCHANGE,Dynamic Programming,https://oj.vnoi.info/problem/hsg_qt_v2_2425_exchange,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Kỳ thi chọn Đội tuyển HSGQG Quảng Trị năm 2024-2025,Olympic/HSG,Tỉnh/TP (Quảng Trị),Medium,Lời giải,Other,https://oj.vnoi.info/problem/editorial,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Kỳ thi chọn Đội tuyển HSGQG Quảng Trị năm 2024-2025,Olympic/HSG,Tỉnh/TP (Quảng Trị),Medium,Chọn Đội tuyển HSGQG Quảng Trị 2024 - RECTPOINTS,Geometry,https://oj.vnoi.info/problem/hsg_qt_v2_2425_rectpoints,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Kỳ thi chọn Đội tuyển HSGQG Quảng Trị năm 2024-2025,Olympic/HSG,Tỉnh/TP (Quảng Trị),Medium,Lời giải,Other,https://oj.vnoi.info/problem/editorial,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Kỳ thi chọn Đội tuyển HSGQG Quảng Trị năm 2024-2025,Olympic/HSG,Tỉnh/TP (Quảng Trị),Medium,Chọn Đội tuyển HSGQG Quảng Trị 2024 - CONNECT,Graph/Tree,https://oj.vnoi.info/problem/hsg_qt_v2_2425_connect,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Kỳ thi chọn Đội tuyển HSGQG Huế năm 2023-2024,Olympic/HSG,Unknown,Medium,Chọn Đội tuyển HSGQG Huế 2024 - Cây,Graph/Tree,https://oj.vnoi.info/problem/hsg_hue_v2_2324_tree,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Kỳ thi chọn Đội tuyển HSGQG Huế năm 2023-2024,Olympic/HSG,Unknown,Medium,Lời giải,Other,https://oj.vnoi.info/problem/editorial,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Kỳ thi chọn Đội tuyển HSGQG Huế năm 2023-2024,Olympic/HSG,Unknown,Medium,Chọn Đội tuyển HSGQG Huế 2024 - RNA,Other,https://oj.vnoi.info/problem/hsg_hue_v2_2324_rna,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Kỳ thi chọn Đội tuyển HSGQG Huế năm 2023-2024,Olympic/HSG,Unknown,Medium,Lời giải,Other,https://oj.vnoi.info/problem/editorial,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Kỳ thi chọn Đội tuyển HSGQG Huế năm 2023-2024,Olympic/HSG,Unknown,Medium,Chọn Đội tuyển HSGQG Huế 2024 - Số,Math/Number Theory,https://oj.vnoi.info/problem/hsg_hue_v2_2324_coprime,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Kỳ thi chọn Đội tuyển HSGQG Huế năm 2023-2024,Olympic/HSG,Unknown,Medium,Lời giải,Other,https://oj.vnoi.info/problem/editorial,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Kỳ thi chọn Đội tuyển HSGQG Huế năm 2023-2024,Olympic/HSG,Unknown,Medium,Chọn Đội tuyển HSGQG Huế 2024 - Biến đổi bảng,Other,https://oj.vnoi.info/problem/hsg_hue_v2_2324_board,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Kỳ thi chọn Đội tuyển HSGQG Huế năm 2023-2024,Olympic/HSG,Unknown,Medium,Lời giải,Other,https://oj.vnoi.info/problem/editorial,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Kỳ thi chọn Đội tuyển HSGQG Huế năm 2023-2024,Olympic/HSG,Unknown,Medium,Chọn Đội tuyển HSGQG Huế 2024 - Leo núi,Other,https://oj.vnoi.info/problem/hsg_hue_v2_2324_climbing,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Kỳ thi chọn Đội tuyển HSGQG Huế năm 2023-2024,Olympic/HSG,Unknown,Medium,Lời giải,Other,https://oj.vnoi.info/problem/editorial,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Kỳ thi chọn Đội tuyển HSGQG Huế năm 2023-2024,Olympic/HSG,Unknown,Medium,Chọn Đội tuyển HSGQG Huế 2024 - Khám phá mê cung,Other,https://oj.vnoi.info/problem/hsg_hue_v2_2324_maze,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Kỳ thi chọn Đội tuyển HSGQG Huế năm 2023-2024,Olympic/HSG,Unknown,Medium,Lời giải,Other,https://oj.vnoi.info/problem/editorial,,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC Regional 2024,ICPC,Unknown,Medium,ICPC 2024 vòng Regional - A: Approaching Hurricane,Other,https://oj.vnoi.info/problem/icpc24_regional_a,https://oj.vnoi.info/pdf/5445ca9a-d0f3-457b-8edc-304ebc5f24b2.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC Regional 2024,ICPC,Unknown,Medium,ICPC 2024 vòng Regional - B: Bullet Train,Other,https://oj.vnoi.info/problem/icpc24_regional_b,https://oj.vnoi.info/pdf/ac61e849-9f5b-40ff-b9d4-c0cffc0ab649.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC Regional 2024,ICPC,Unknown,Medium,ICPC 2024 vòng Regional - C: Classroom Carnival Chaos,Other,https://oj.vnoi.info/problem/icpc24_regional_c,https://oj.vnoi.info/pdf/9b4983ee-4227-4c2e-9209-b0a762b59bc3.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC Regional 2024,ICPC,Unknown,Medium,ICPC 2024 vòng Regional - D: Distinguished Permutation,Array/Sorting,https://oj.vnoi.info/problem/icpc24_regional_d,https://oj.vnoi.info/pdf/204f5c7b-6cf3-466c-91cf-806ca1dd734f.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC Regional 2024,ICPC,Unknown,Medium,ICPC 2024 vòng Regional - E: Easy Game,Game Theory,https://oj.vnoi.info/problem/icpc24_regional_e,https://oj.vnoi.info/pdf/46290796-3a53-4b9f-bf0d-54e98a33da17.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC Regional 2024,ICPC,Unknown,Medium,ICPC 2024 vòng Regional - F: FizzBuzz,Other,https://oj.vnoi.info/problem/icpc24_regional_f,https://oj.vnoi.info/pdf/e62bf5db-ba27-407e-9bfa-28edd6faee15.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC Regional 2024,ICPC,Unknown,Medium,ICPC 2024 vòng Regional - G: Gid-osh,Other,https://oj.vnoi.info/problem/icpc24_regional_g,https://oj.vnoi.info/pdf/c58b124c-11b3-46fe-9f76-9418a53b4e4e.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC Regional 2024,ICPC,Unknown,Medium,ICPC 2024 vòng Regional - H: Hash-shashin,Data Structures,https://oj.vnoi.info/problem/icpc24_regional_h,https://oj.vnoi.info/pdf/b33c41d5-be10-45a6-9282-8d09c0500430.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC Regional 2024,ICPC,Unknown,Medium,ICPC 2024 vòng Regional - I: Inversland,Other,https://oj.vnoi.info/problem/icpc24_regional_i,https://oj.vnoi.info/pdf/3b3dc1e6-0f5d-435d-940d-15d3a0b5a6f0.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC Regional 2024,ICPC,Unknown,Medium,ICPC 2024 vòng Regional - J: Jumbled Journey,Other,https://oj.vnoi.info/problem/icpc24_regional_j,https://oj.vnoi.info/pdf/8031a7ca-3f0c-417f-9011-031af4d42ed4.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC Regional 2024,ICPC,Unknown,Medium,ICPC 2024 vòng Regional - K: Kangokutou Exodus,Other,https://oj.vnoi.info/problem/icpc24_regional_k,https://oj.vnoi.info/pdf/959289a5-7af2-4725-ab2f-6229c3f52a1e.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC Regional 2024,ICPC,Unknown,Medium,ICPC 2024 vòng Regional - L: Locomotive Lane Logistics,Other,https://oj.vnoi.info/problem/icpc24_regional_l,https://oj.vnoi.info/pdf/fe155746-bfd5-4347-84db-7f9af8c84f00.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC Regional 2024,ICPC,Unknown,Medium,ICPC 2024 vòng Regional - M: Minotaur's Mysterious Maze,Graph/Tree,https://oj.vnoi.info/problem/icpc24_regional_m,https://oj.vnoi.info/pdf/2e91b0a2-a912-4fbd-9c62-7350e1d65a5e.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Olympic Sinh viên 2024 - Khối Chuyên tin,Olympic/HSG,Unknown,Medium,Olympic Sinh Viên 2024 - Chuyên tin - Nén dãy số,Math/Number Theory,https://oj.vnoi.info/problem/olp_ct24_comp,https://oj.vnoi.info/pdf/ct24.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Olympic Sinh viên 2024 - Khối Chuyên tin,Olympic/HSG,Unknown,Medium,Olympic Sinh Viên 2024 - Chuyên tin - Giàn đèn tam giác,Other,https://oj.vnoi.info/problem/olp_ct24_light,https://oj.vnoi.info/pdf/ct24.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Olympic Sinh viên 2024 - Khối Chuyên tin,Olympic/HSG,Unknown,Medium,Olympic Sinh Viên 2024 - Chuyên tin - Đường đi,Graph/Tree,https://oj.vnoi.info/problem/olp_ct24_path,https://oj.vnoi.info/pdf/ct24.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Olympic Sinh viên 2024 - Khối Chuyên tin,Olympic/HSG,Unknown,Medium,Olympic Sinh Viên 2024 - Chuyên tin - Biến đổi xâu,String/Text,https://oj.vnoi.info/problem/olp_ct24_transf,https://oj.vnoi.info/pdf/ct24.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Olympic Sinh viên 2024 - Khối Không chuyên,Olympic/HSG,Unknown,Medium,Olympic Sinh Viên 2024 - Không chuyên - Đăng ký học phần,Other,https://oj.vnoi.info/problem/olp_kc24_credit,https://oj.vnoi.info/pdf/kc24.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Olympic Sinh viên 2024 - Khối Không chuyên,Olympic/HSG,Unknown,Medium,Olympic Sinh Viên 2024 - Không chuyên - Đường đi,Graph/Tree,https://oj.vnoi.info/problem/olp_kc24_path,https://oj.vnoi.info/pdf/kc24.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Olympic Sinh viên 2024 - Khối Không chuyên,Olympic/HSG,Unknown,Medium,Olympic Sinh Viên 2024 - Không chuyên - Ba số nguyên tố,Math/Number Theory,https://oj.vnoi.info/problem/olp_kc24_prime,https://oj.vnoi.info/pdf/kc24.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Olympic Sinh viên 2024 - Khối Không chuyên,Olympic/HSG,Unknown,Medium,Olympic Sinh Viên 2024 - Không chuyên - Đố vui,Other,https://oj.vnoi.info/problem/olp_kc24_string,https://oj.vnoi.info/pdf/kc24.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Olympic Sinh viên 2024 - Khối Siêu cúp,Olympic/HSG,Unknown,Medium,Olympic Sinh Viên 2024 - Siêu cúp - Chia xâu,String/Text,https://oj.vnoi.info/problem/olp_sc24_bstring,https://oj.vnoi.info/pdf/sc24.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Olympic Sinh viên 2024 - Khối Siêu cúp,Olympic/HSG,Unknown,Medium,Olympic Sinh Viên 2024 - Siêu cúp - Trò chơi trên vòng tròn,Game Theory,https://oj.vnoi.info/problem/olp_sc24_circle,https://oj.vnoi.info/pdf/sc24.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Olympic Sinh viên 2024 - Khối Siêu cúp,Olympic/HSG,Unknown,Medium,Olympic Sinh Viên 2024 - Siêu cúp - Ngôi nhà mới,Other,https://oj.vnoi.info/problem/olp_sc24_newhome,https://oj.vnoi.info/pdf/sc24.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Olympic Sinh viên 2024 - Khối Siêu cúp,Olympic/HSG,Unknown,Medium,Olympic Sinh Viên 2024 - Siêu cúp - Biến đổi xâu,String/Text,https://oj.vnoi.info/problem/olp_sc24_transf,https://oj.vnoi.info/pdf/sc24.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2024 vòng Quốc Gia,ICPC,Quốc gia,Very Hard,ICPC 2024 vòng Quốc gia - A: Assembling Triangles,Geometry,https://oj.vnoi.info/problem/icpc24_national_a,https://vnoi-admin.github.io/statements/icpc/2024/national/a.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2024 vòng Quốc Gia,ICPC,Quốc gia,Very Hard,ICPC 2024 vòng Quốc gia - B: Boulevard Blueprint,Other,https://oj.vnoi.info/problem/icpc24_national_b,https://vnoi-admin.github.io/statements/icpc/2024/national/b.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2024 vòng Quốc Gia,ICPC,Quốc gia,Very Hard,ICPC 2024 vòng Quốc gia - C: Consecutive Card Game,Game Theory,https://oj.vnoi.info/problem/icpc24_national_c,https://vnoi-admin.github.io/statements/icpc/2024/national/c.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2024 vòng Quốc Gia,ICPC,Quốc gia,Very Hard,ICPC 2024 vòng Quốc gia - D: Dune,Other,https://oj.vnoi.info/problem/icpc24_national_d,https://vnoi-admin.github.io/statements/icpc/2024/national/d.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2024 vòng Quốc Gia,ICPC,Quốc gia,Very Hard,ICPC 2024 vòng Quốc gia - E: Edge Elimination,Graph/Tree,https://oj.vnoi.info/problem/icpc24_national_e,https://vnoi-admin.github.io/statements/icpc/2024/national/e.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
ICPC 2024 vòng Quốc Gia,ICPC,Quốc gia,Very Hard,ICPC 2024 vòng Quốc gia - F: Flurried Alice,Other,https://oj.vnoi.info/problem/icpc24_national_f,https://vnoi-admin.github.io/statements/icpc/2024/national/f.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
